i,j,x,y,T,phase
1,1, 0.00521, 0.00521, 9.937926E-01,0
2,1, 0.01562, 0.00521, 9.814083E-01,0
3,1, 0.02604, 0.00521, 9.691145E-01,0
4,1, 0.03646, 0.00521, 9.569695E-01,0
5,1, 0.04688, 0.00521, 9.450281E-01,0
6,1, 0.05729, 0.00521, 9.333415E-01,0
7,1, 0.06771, 0.00521, 9.219567E-01,0
8,1, 0.07812, 0.00521, 9.109181E-01,0
9,1, 0.08854, 0.00521, 9.002700E-01,0
10,1, 0.09896, 0.00521, 8.900617E-01,0
11,1, 0.10938, 0.00521, 8.803570E-01,0
12,1, 0.11979, 0.00521, 8.712466E-01,0
13,1, 0.13021, 0.00521, 8.628693E-01,0
14,1, 0.14062, 0.00521, 8.554544E-01,0
15,1, 0.15104, 0.00521, 8.496088E-01,0
16,1, 0.16146, 0.00521, 8.455457E-01,0
17,1, 0.17188, 0.00521, 8.357673E-01,0
18,1, 0.18229, 0.00521, 8.243280E-01,0
19,1, 0.19271, 0.00521, 8.133726E-01,0
20,1, 0.20312, 0.00521, 8.031338E-01,0
21,1, 0.21354, 0.00521, 7.934816E-01,0
22,1, 0.22396, 0.00521, 7.842420E-01,0
23,1, 0.23438, 0.00521, 7.752598E-01,0
24,1, 0.24479, 0.00521, 7.664034E-01,0
25,1, 0.25521, 0.00521, 7.575548E-01,0
26,1, 0.26562, 0.00521, 7.485955E-01,0
27,1, 0.27604, 0.00521, 7.393895E-01,0
28,1, 0.28646, 0.00521, 7.297653E-01,0
29,1, 0.29688, 0.00521, 7.194959E-01,0
30,1, 0.30729, 0.00521, 7.082876E-01,0
31,1, 0.31771, 0.00521, 6.958297E-01,0
32,1, 0.32812, 0.00521, 6.822499E-01,0
33,1, 0.33854, 0.00521, 6.710922E-01,0
34,1, 0.34896, 0.00521, 6.694685E-01,0
35,1, 0.35938, 0.00521, 6.666594E-01,0
36,1, 0.36979, 0.00521, 6.621151E-01,0
37,1, 0.38021, 0.00521, 6.561891E-01,0
38,1, 0.39062, 0.00521, 6.492265E-01,0
39,1, 0.40104, 0.00521, 6.414657E-01,0
40,1, 0.41146, 0.00521, 6.330605E-01,0
41,1, 0.42188, 0.00521, 6.241098E-01,0
42,1, 0.43229, 0.00521, 6.146799E-01,0
43,1, 0.44271, 0.00521, 6.048189E-01,0
44,1, 0.45312, 0.00521, 5.945653E-01,0
45,1, 0.46354, 0.00521, 5.839534E-01,0
46,1, 0.47396, 0.00521, 5.730163E-01,0
47,1, 0.48438, 0.00521, 5.617873E-01,0
48,1, 0.49479, 0.00521, 5.503004E-01,0
49,1, 0.50521, 0.00521, 5.385900E-01,0
50,1, 0.51562, 0.00521, 5.266899E-01,0
51,1, 0.52604, 0.00521, 5.146329E-01,0
52,1, 0.53646, 0.00521, 5.024489E-01,0
53,1, 0.54688, 0.00521, 4.901642E-01,0
54,1, 0.55729, 0.00521, 4.778002E-01,0
55,1, 0.56771, 0.00521, 4.653729E-01,0
56,1, 0.57812, 0.00521, 4.528926E-01,0
57,1, 0.58854, 0.00521, 4.403647E-01,0
58,1, 0.59896, 0.00521, 4.277927E-01,0
59,1, 0.60938, 0.00521, 4.151845E-01,0
60,1, 0.61979, 0.00521, 4.025572E-01,0
61,1, 0.63021, 0.00521, 3.899020E-01,0
62,1, 0.64062, 0.00521, 3.767781E-01,0
63,1, 0.65104, 0.00521, 3.674311E-01,1
64,1, 0.66146, 0.00521, 3.592287E-01,0
65,1, 0.67188, 0.00521, 3.456917E-01,0
66,1, 0.68229, 0.00521, 3.329237E-01,0
67,1, 0.69271, 0.00521, 3.203875E-01,0
68,1, 0.70312, 0.00521, 3.079325E-01,0
69,1, 0.71354, 0.00521, 2.955153E-01,0
70,1, 0.72396, 0.00521, 2.831255E-01,0
71,1, 0.73438, 0.00521, 2.707638E-01,0
72,1, 0.74479, 0.00521, 2.584345E-01,0
73,1, 0.75521, 0.00521, 2.461431E-01,0
74,1, 0.76562, 0.00521, 2.338948E-01,0
75,1, 0.77604, 0.00521, 2.216935E-01,0
76,1, 0.78646, 0.00521, 2.095413E-01,0
77,1, 0.79688, 0.00521, 1.974358E-01,0
78,1, 0.80729, 0.00521, 1.853646E-01,0
79,1, 0.81771, 0.00521, 1.732893E-01,0
80,1, 0.82812, 0.00521, 1.610836E-01,0
81,1, 0.83854, 0.00521, 1.482713E-01,0
82,1, 0.84896, 0.00521, 1.404861E-01,1
83,1, 0.85938, 0.00521, 1.333204E-01,0
84,1, 0.86979, 0.00521, 1.224208E-01,0
85,1, 0.88021, 0.00521, 1.120998E-01,0
86,1, 0.89062, 0.00521, 1.019565E-01,0
87,1, 0.90104, 0.00521, 9.193429E-02,0
88,1, 0.91146, 0.00521, 8.201882E-02,0
89,1, 0.92188, 0.00521, 7.219556E-02,0
90,1, 0.93229, 0.00521, 6.244779E-02,0
91,1, 0.94271, 0.00521, 5.275915E-02,0
92,1, 0.95312, 0.00521, 4.311528E-02,0
93,1, 0.96354, 0.00521, 3.350427E-02,0
94,1, 0.97396, 0.00521, 2.391650E-02,0
95,1, 0.98438, 0.00521, 1.434409E-02,0
96,1, 0.99479, 0.00521, 4.780418E-03,0
1,2, 0.00521, 0.01562, 9.937667E-01,0
2,2, 0.01562, 0.01562, 9.813315E-01,0
3,2, 0.02604, 0.01562, 9.689896E-01,0
4,2, 0.03646, 0.01562, 9.568004E-01,0
5,2, 0.04688, 0.01562, 9.448194E-01,0
6,2, 0.05729, 0.01562, 9.330976E-01,0
7,2, 0.06771, 0.01562, 9.216812E-01,0
8,2, 0.07812, 0.01562, 9.106129E-01,0
9,2, 0.08854, 0.01562, 8.999347E-01,0
10,2, 0.09896, 0.01562, 8.896944E-01,0
11,2, 0.10938, 0.01562, 8.799561E-01,0
12,2, 0.11979, 0.01562, 8.708198E-01,0
13,2, 0.13021, 0.01562, 8.624617E-01,0
14,2, 0.14062, 0.01562, 8.552303E-01,0
15,2, 0.15104, 0.01562, 8.498931E-01,0
16,2, 0.16146, 0.01562, 8.487527E-01,1
17,2, 0.17188, 0.01562, 8.381163E-01,0
18,2, 0.18229, 0.01562, 8.242683E-01,0
19,2, 0.19271, 0.01562, 8.128987E-01,0
20,2, 0.20312, 0.01562, 8.026853E-01,0
21,2, 0.21354, 0.01562, 7.931502E-01,0
22,2, 0.22396, 0.01562, 7.840372E-01,0
23,2, 0.23438, 0.01562, 7.751740E-01,0
24,2, 0.24479, 0.01562, 7.664305E-01,0
25,2, 0.25521, 0.01562, 7.576968E-01,0
26,2, 0.26562, 0.01562, 7.488648E-01,0
27,2, 0.27604, 0.01562, 7.398098E-01,0
28,2, 0.28646, 0.01562, 7.303695E-01,0
29,2, 0.29688, 0.01562, 7.203170E-01,0
30,2, 0.30729, 0.01562, 7.093170E-01,0
31,2, 0.31771, 0.01562, 6.967834E-01,0
32,2, 0.32812, 0.01562, 6.811216E-01,0
33,2, 0.33854, 0.01562, 6.681599E-01,1
34,2, 0.34896, 0.01562, 6.695858E-01,0
35,2, 0.35938, 0.01562, 6.675488E-01,0
36,2, 0.36979, 0.01562, 6.630208E-01,0
37,2, 0.38021, 0.01562, 6.569896E-01,0
38,2, 0.39062, 0.01562, 6.499304E-01,0
39,2, 0.40104, 0.01562, 6.421000E-01,0
40,2, 0.41146, 0.01562, 6.336477E-01,0
41,2, 0.42188, 0.01562, 6.246651E-01,0
42,2, 0.43229, 0.01562, 6.152122E-01,0
43,2, 0.44271, 0.01562, 6.053326E-01,0
44,2, 0.45312, 0.01562, 5.950612E-01,0
45,2, 0.46354, 0.01562, 5.844304E-01,0
46,2, 0.47396, 0.01562, 5.734720E-01,0
47,2, 0.48438, 0.01562, 5.622188E-01,0
48,2, 0.49479, 0.01562, 5.507049E-01,0
49,2, 0.50521, 0.01562, 5.389655E-01,0
50,2, 0.51562, 0.01562, 5.270358E-01,0
51,2, 0.52604, 0.01562, 5.149496E-01,0
52,2, 0.53646, 0.01562, 5.027382E-01,0
53,2, 0.54688, 0.01562, 4.904288E-01,0
54,2, 0.55729, 0.01562, 4.780436E-01,0
55,2, 0.56771, 0.01562, 4.655988E-01,0
56,2, 0.57812, 0.01562, 4.531048E-01,0
57,2, 0.58854, 0.01562, 4.405659E-01,0
58,2, 0.59896, 0.01562, 4.279824E-01,0
59,2, 0.60938, 0.01562, 4.153569E-01,0
60,2, 0.61979, 0.01562, 4.027140E-01,0
61,2, 0.63021, 0.01562, 3.902156E-01,0
62,2, 0.64062, 0.01562, 3.794551E-01,0
63,2, 0.65104, 0.01562, 3.687628E-01,0
64,2, 0.66146, 0.01562, 3.577622E-01,0
65,2, 0.67188, 0.01562, 3.453757E-01,0
66,2, 0.68229, 0.01562, 3.328676E-01,0
67,2, 0.69271, 0.01562, 3.203888E-01,0
68,2, 0.70312, 0.01562, 3.079411E-01,0
69,2, 0.71354, 0.01562, 2.955180E-01,0
70,2, 0.72396, 0.01562, 2.831190E-01,0
71,2, 0.73438, 0.01562, 2.707474E-01,0
72,2, 0.74479, 0.01562, 2.584087E-01,0
73,2, 0.75521, 0.01562, 2.461086E-01,0
74,2, 0.76562, 0.01562, 2.338528E-01,0
75,2, 0.77604, 0.01562, 2.216459E-01,0
76,2, 0.78646, 0.01562, 2.094913E-01,0
77,2, 0.79688, 0.01562, 1.973894E-01,0
78,2, 0.80729, 0.01562, 1.853361E-01,0
79,2, 0.81771, 0.01562, 1.733202E-01,0
80,2, 0.82812, 0.01562, 1.613376E-01,0
81,2, 0.83854, 0.01562, 1.495720E-01,0
82,2, 0.84896, 0.01562, 1.399161E-01,0
83,2, 0.85938, 0.01562, 1.313626E-01,0
84,2, 0.86979, 0.01562, 1.220995E-01,0
85,2, 0.88021, 0.01562, 1.119283E-01,0
86,2, 0.89062, 0.01562, 1.017885E-01,0
87,2, 0.90104, 0.01562, 9.177007E-02,0
88,2, 0.91146, 0.01562, 8.186744E-02,0
89,2, 0.92188, 0.01562, 7.206196E-02,0
90,2, 0.93229, 0.01562, 6.233361E-02,0
91,2, 0.94271, 0.01562, 5.266443E-02,0
92,2, 0.95312, 0.01562, 4.303940E-02,0
93,2, 0.96354, 0.01562, 3.344642E-02,0
94,2, 0.97396, 0.01562, 2.387587E-02,0
95,2, 0.98438, 0.01562, 1.432001E-02,0
96,2, 0.99479, 0.01562, 4.772445E-03,0
1,3, 0.00521, 0.02604, 9.937137E-01,0
2,3, 0.01562, 0.02604, 9.811746E-01,0
3,3, 0.02604, 0.02604, 9.687348E-01,0
4,3, 0.03646, 0.02604, 9.564564E-01,0
5,3, 0.04688, 0.02604, 9.443964E-01,0
6,3, 0.05729, 0.02604, 9.326053E-01,0
7,3, 0.06771, 0.02604, 9.211273E-01,0
8,3, 0.07812, 0.02604, 9.100012E-01,0
9,3, 0.08854, 0.02604, 8.992639E-01,0
10,3, 0.09896, 0.02604, 8.889573E-01,0
11,3, 0.10938, 0.02604, 8.791402E-01,0
12,3, 0.11979, 0.02604, 8.699127E-01,0
13,3, 0.13021, 0.02604, 8.614695E-01,0
14,3, 0.14062, 0.02604, 8.542240E-01,0
15,3, 0.15104, 0.02604, 8.491114E-01,0
16,3, 0.16146, 0.02604, 8.487265E-01,1
17,3, 0.17188, 0.02604, 8.363751E-01,0
18,3, 0.18229, 0.02604, 8.226726E-01,0
19,3, 0.19271, 0.02604, 8.116163E-01,0
20,3, 0.20312, 0.02604, 8.017190E-01,0
21,3, 0.21354, 0.02604, 7.924827E-01,0
22,3, 0.22396, 0.02604, 7.836365E-01,0
23,3, 0.23438, 0.02604, 7.750090E-01,0
24,3, 0.24479, 0.02604, 7.664838E-01,0
25,3, 0.25521, 0.02604, 7.579704E-01,0
26,3, 0.26562, 0.02604, 7.493837E-01,0
27,3, 0.27604, 0.02604, 7.406241E-01,0
28,3, 0.28646, 0.02604, 7.315560E-01,0
29,3, 0.29688, 0.02604, 7.219850E-01,0
30,3, 0.30729, 0.02604, 7.116660E-01,0
31,3, 0.31771, 0.02604, 7.005211E-01,0
32,3, 0.32812, 0.02604, 6.899483E-01,0
33,3, 0.33854, 0.02604, 6.754013E-01,0
34,3, 0.34896, 0.02604, 6.736551E-01,0
35,3, 0.35938, 0.02604, 6.701717E-01,0
36,3, 0.36979, 0.02604, 6.650025E-01,0
37,3, 0.38021, 0.02604, 6.586112E-01,0
38,3, 0.39062, 0.02604, 6.513300E-01,0
39,3, 0.40104, 0.02604, 6.433593E-01,0
40,3, 0.41146, 0.02604, 6.348175E-01,0
41,3, 0.42188, 0.02604, 6.257762E-01,0
42,3, 0.43229, 0.02604, 6.162819E-01,0
43,3, 0.44271, 0.02604, 6.063682E-01,0
44,3, 0.45312, 0.02604, 5.960639E-01,0
45,3, 0.46354, 0.02604, 5.853967E-01,0
46,3, 0.47396, 0.02604, 5.743960E-01,0
47,3, 0.48438, 0.02604, 5.630938E-01,0
48,3, 0.49479, 0.02604, 5.515247E-01,0
49,3, 0.50521, 0.02604, 5.397257E-01,0
50,3, 0.51562, 0.02604, 5.277344E-01,0
51,3, 0.52604, 0.02604, 5.155877E-01,0
52,3, 0.53646, 0.02604, 5.033193E-01,0
53,3, 0.54688, 0.02604, 4.909588E-01,0
54,3, 0.55729, 0.02604, 4.785298E-01,0
55,3, 0.56771, 0.02604, 4.660496E-01,0
56,3, 0.57812, 0.02604, 4.535286E-01,0
57,3, 0.58854, 0.02604, 4.409700E-01,0
58,3, 0.59896, 0.02604, 4.283682E-01,0
59,3, 0.60938, 0.02604, 4.157081E-01,0
60,3, 0.61979, 0.02604, 4.029400E-01,0
61,3, 0.63021, 0.02604, 3.896114E-01,0
62,3, 0.64062, 0.02604, 3.799044E-01,1
63,3, 0.65104, 0.02604, 3.711664E-01,0
64,3, 0.66146, 0.02604, 3.580042E-01,0
65,3, 0.67188, 0.02604, 3.454136E-01,0
66,3, 0.68229, 0.02604, 3.329084E-01,0
67,3, 0.69271, 0.02604, 3.204287E-01,0
68,3, 0.70312, 0.02604, 3.079674E-01,0
69,3, 0.71354, 0.02604, 2.955252E-01,0
70,3, 0.72396, 0.02604, 2.831056E-01,0
71,3, 0.73438, 0.02604, 2.707138E-01,0
72,3, 0.74479, 0.02604, 2.583560E-01,0
73,3, 0.75521, 0.02604, 2.460384E-01,0
74,3, 0.76562, 0.02604, 2.337672E-01,0
75,3, 0.77604, 0.02604, 2.215481E-01,0
76,3, 0.78646, 0.02604, 2.093862E-01,0
77,3, 0.79688, 0.02604, 1.972859E-01,0
78,3, 0.80729, 0.02604, 1.852509E-01,0
79,3, 0.81771, 0.02604, 1.732870E-01,0
80,3, 0.82812, 0.02604, 1.614117E-01,0
81,3, 0.83854, 0.02604, 1.496727E-01,0
82,3, 0.84896, 0.02604, 1.379542E-01,0
83,3, 0.85938, 0.02604, 1.302758E-01,1
84,3, 0.86979, 0.02604, 1.226579E-01,0
85,3, 0.88021, 0.02604, 1.117080E-01,0
86,3, 0.89062, 0.02604, 1.014568E-01,0
87,3, 0.90104, 0.02604, 9.143773E-02,0
88,3, 0.91146, 0.02604, 8.156344E-02,0
89,3, 0.92188, 0.02604, 7.179555E-02,0
90,3, 0.93229, 0.02604, 6.210694E-02,0
91,3, 0.94271, 0.02604, 5.247686E-02,0
92,3, 0.95312, 0.02604, 4.288939E-02,0
93,3, 0.96354, 0.02604, 3.333222E-02,0
94,3, 0.97396, 0.02604, 2.379578E-02,0
95,3, 0.98438, 0.02604, 1.427260E-02,0
96,3, 0.99479, 0.02604, 4.756756E-03,0
1,4, 0.00521, 0.03646, 9.936310E-01,0
2,4, 0.01562, 0.03646, 9.809303E-01,0
3,4, 0.02604, 0.03646, 9.683394E-01,0
4,4, 0.03646, 0.03646, 9.559254E-01,0
5,4, 0.04688, 0.03646, 9.437475E-01,0
6,4, 0.05729, 0.03646, 9.318555E-01,0
7,4, 0.06771, 0.03646, 9.202896E-01,0
8,4, 0.07812, 0.03646, 9.090823E-01,0
9,4, 0.08854, 0.03646, 8.982613E-01,0
10,4, 0.09896, 0.03646, 8.878560E-01,0
11,4, 0.10938, 0.03646, 8.779080E-01,0
12,4, 0.11979, 0.03646, 8.684909E-01,0
13,4, 0.13021, 0.03646, 8.597483E-01,0
14,4, 0.14062, 0.03646, 8.519674E-01,0
15,4, 0.15104, 0.03646, 8.456966E-01,0
16,4, 0.16146, 0.03646, 8.418234E-01,0
17,4, 0.17188, 0.03646, 8.282301E-01,0
18,4, 0.18229, 0.03646, 8.194116E-01,0
19,4, 0.19271, 0.03646, 8.095140E-01,0
20,4, 0.20312, 0.03646, 8.002517E-01,0
21,4, 0.21354, 0.03646, 7.915118E-01,0
22,4, 0.22396, 0.03646, 7.830702E-01,0
23,4, 0.23438, 0.03646, 7.747824E-01,0
24,4, 0.24479, 0.03646, 7.665626E-01,0
25,4, 0.25521, 0.03646, 7.583545E-01,0
26,4, 0.26562, 0.03646, 7.501092E-01,0
27,4, 0.27604, 0.03646, 7.417681E-01,0
28,4, 0.28646, 0.03646, 7.332394E-01,0
29,4, 0.29688, 0.03646, 7.243587E-01,0
30,4, 0.30729, 0.03646, 7.148369E-01,0
31,4, 0.31771, 0.03646, 7.043206E-01,0
32,4, 0.32812, 0.03646, 6.988730E-01,1
33,4, 0.33854, 0.03646, 6.879852E-01,0
34,4, 0.34896, 0.03646, 6.800898E-01,0
35,4, 0.35938, 0.03646, 6.742086E-01,0
36,4, 0.36979, 0.03646, 6.679491E-01,0
37,4, 0.38021, 0.03646, 6.609882E-01,0
38,4, 0.39062, 0.03646, 6.533824E-01,0
39,4, 0.40104, 0.03646, 6.452190E-01,0
40,4, 0.41146, 0.03646, 6.365602E-01,0
41,4, 0.42188, 0.03646, 6.274453E-01,0
42,4, 0.43229, 0.03646, 6.179001E-01,0
43,4, 0.44271, 0.03646, 6.079442E-01,0
44,4, 0.45312, 0.03646, 5.975966E-01,0
45,4, 0.46354, 0.03646, 5.868784E-01,0
46,4, 0.47396, 0.03646, 5.758153E-01,0
47,4, 0.48438, 0.03646, 5.644382E-01,0
48,4, 0.49479, 0.03646, 5.527828E-01,0
49,4, 0.50521, 0.03646, 5.408893E-01,0
50,4, 0.51562, 0.03646, 5.287997E-01,0
51,4, 0.52604, 0.03646, 5.165561E-01,0
52,4, 0.53646, 0.03646, 5.041971E-01,0
53,4, 0.54688, 0.03646, 4.917555E-01,0
54,4, 0.55729, 0.03646, 4.792574E-01,0
55,4, 0.56771, 0.03646, 4.667218E-01,0
56,4, 0.57812, 0.03646, 4.541604E-01,0
57,4, 0.58854, 0.03646, 4.415767E-01,0
58,4, 0.59896, 0.03646, 4.289633E-01,0
59,4, 0.60938, 0.03646, 4.163092E-01,0
60,4, 0.61979, 0.03646, 4.037219E-01,0
61,4, 0.63021, 0.03646, 3.928722E-01,0
62,4, 0.64062, 0.03646, 3.819061E-01,0
63,4, 0.65104, 0.03646, 3.706177E-01,0
64,4, 0.66146, 0.03646, 3.581255E-01,0
65,4, 0.67188, 0.03646, 3.455632E-01,0
66,4, 0.68229, 0.03646, 3.330252E-01,0
67,4, 0.69271, 0.03646, 3.205091E-01,0
68,4, 0.70312, 0.03646, 3.080120E-01,0
69,4, 0.71354, 0.03646, 2.955355E-01,0
70,4, 0.72396, 0.03646, 2.830833E-01,0
71,4, 0.73438, 0.03646, 2.706609E-01,0
72,4, 0.74479, 0.03646, 2.582745E-01,0
73,4, 0.75521, 0.03646, 2.459306E-01,0
74,4, 0.76562, 0.03646, 2.336358E-01,0
75,4, 0.77604, 0.03646, 2.213967E-01,0
76,4, 0.78646, 0.03646, 2.092201E-01,0
77,4, 0.79688, 0.03646, 1.971128E-01,0
78,4, 0.80729, 0.03646, 1.850833E-01,0
79,4, 0.81771, 0.03646, 1.731443E-01,0
80,4, 0.82812, 0.03646, 1.613187E-01,0
81,4, 0.83854, 0.03646, 1.496602E-01,0
82,4, 0.84896, 0.03646, 1.383646E-01,0
83,4, 0.85938, 0.03646, 1.289222E-01,0
84,4, 0.86979, 0.03646, 1.202172E-01,0
85,4, 0.88021, 0.03646, 1.109732E-01,0
86,4, 0.89062, 0.03646, 1.008945E-01,0
87,4, 0.90104, 0.03646, 9.092501E-02,0
88,4, 0.91146, 0.03646, 8.110631E-02,0
89,4, 0.92188, 0.03646, 7.139956E-02,0
90,4, 0.93229, 0.03646, 6.177197E-02,0
91,4, 0.94271, 0.03646, 5.220058E-02,0
92,4, 0.95312, 0.03646, 4.266897E-02,0
93,4, 0.96354, 0.03646, 3.316483E-02,0
94,4, 0.97396, 0.03646, 2.367870E-02,0
95,4, 0.98438, 0.03646, 1.420346E-02,0
96,4, 0.99479, 0.03646, 4.733905E-03,0
1,5, 0.00521, 0.04688, 9.935142E-01,0
2,5, 0.01562, 0.04688, 9.805861E-01,0
3,5, 0.02604, 0.04688, 9.677853E-01,0
4,5, 0.03646, 0.04688, 9.551869E-01,0
5,5, 0.04688, 0.04688, 9.428536E-01,0
6,5, 0.05729, 0.04688, 9.308333E-01,0
7,5, 0.06771, 0.04688, 9.191603E-01,0
8,5, 0.07812, 0.04688, 9.078571E-01,0
9,5, 0.08854, 0.04688, 8.969379E-01,0
10,5, 0.09896, 0.04688, 8.864140E-01,0
11,5, 0.10938, 0.04688, 8.763003E-01,0
12,5, 0.11979, 0.04688, 8.666234E-01,0
13,5, 0.13021, 0.04688, 8.574279E-01,0
14,5, 0.14062, 0.04688, 8.487558E-01,0
15,5, 0.15104, 0.04688, 8.404710E-01,0
16,5, 0.16146, 0.04688, 8.313182E-01,0
17,5, 0.17188, 0.04688, 8.228331E-01,1
18,5, 0.18229, 0.04688, 8.164853E-01,0
19,5, 0.19271, 0.04688, 8.068595E-01,0
20,5, 0.20312, 0.04688, 7.983859E-01,0
21,5, 0.21354, 0.04688, 7.903222E-01,0
22,5, 0.22396, 0.04688, 7.824009E-01,0
23,5, 0.23438, 0.04688, 7.745270E-01,0
24,5, 0.24479, 0.04688, 7.666686E-01,0
25,5, 0.25521, 0.04688, 7.588172E-01,0
26,5, 0.26562, 0.04688, 7.509728E-01,0
27,5, 0.27604, 0.04688, 7.431344E-01,0
28,5, 0.28646, 0.04688, 7.352850E-01,0
29,5, 0.29688, 0.04688, 7.273389E-01,0
30,5, 0.30729, 0.04688, 7.189423E-01,0
31,5, 0.31771, 0.04688, 7.086918E-01,0
32,5, 0.32812, 0.04688, 6.998913E-01,1
33,5, 0.33854, 0.04688, 6.944848E-01,0
34,5, 0.34896, 0.04688, 6.860683E-01,0
35,5, 0.35938, 0.04688, 6.787625E-01,0
36,5, 0.36979, 0.04688, 6.715160E-01,0
37,5, 0.38021, 0.04688, 6.639612E-01,0
38,5, 0.39062, 0.04688, 6.560066E-01,0
39,5, 0.40104, 0.04688, 6.476396E-01,0
40,5, 0.41146, 0.04688, 6.388629E-01,0
41,5, 0.42188, 0.04688, 6.296786E-01,0
42,5, 0.43229, 0.04688, 6.200875E-01,0
43,5, 0.44271, 0.04688, 6.100919E-01,0
44,5, 0.45312, 0.04688, 5.996981E-01,0
45,5, 0.46354, 0.04688, 5.889188E-01,0
46,5, 0.47396, 0.04688, 5.777746E-01,0
47,5, 0.48438, 0.04688, 5.662947E-01,0
48,5, 0.49479, 0.04688, 5.545168E-01,0
49,5, 0.50521, 0.04688, 5.424864E-01,0
50,5, 0.51562, 0.04688, 5.302535E-01,0
51,5, 0.52604, 0.04688, 5.178686E-01,0
52,5, 0.53646, 0.04688, 5.053780E-01,0
53,5, 0.54688, 0.04688, 4.928197E-01,0
54,5, 0.55729, 0.04688, 4.802226E-01,0
55,5, 0.56771, 0.04688, 4.676080E-01,0
56,5, 0.57812, 0.04688, 4.549902E-01,0
57,5, 0.58854, 0.04688, 4.423754E-01,0
58,5, 0.59896, 0.04688, 4.297549E-01,0
59,5, 0.60938, 0.04688, 4.170541E-01,0
60,5, 0.61979, 0.04688, 4.036208E-01,0
61,5, 0.63021, 0.04688, 3.940513E-01,1
62,5, 0.64062, 0.04688, 3.848692E-01,0
63,5, 0.65104, 0.04688, 3.713148E-01,0
64,5, 0.66146, 0.04688, 3.584784E-01,0
65,5, 0.67188, 0.04688, 3.458040E-01,0
66,5, 0.68229, 0.04688, 3.331922E-01,0
67,5, 0.69271, 0.04688, 3.206159E-01,0
68,5, 0.70312, 0.04688, 3.080666E-01,0
69,5, 0.71354, 0.04688, 2.955430E-01,0
70,5, 0.72396, 0.04688, 2.830476E-01,0
71,5, 0.73438, 0.04688, 2.705851E-01,0
72,5, 0.74479, 0.04688, 2.581613E-01,0
73,5, 0.75521, 0.04688, 2.457826E-01,0
74,5, 0.76562, 0.04688, 2.334561E-01,0
75,5, 0.77604, 0.04688, 2.211890E-01,0
76,5, 0.78646, 0.04688, 2.089888E-01,0
77,5, 0.79688, 0.04688, 1.968638E-01,0
78,5, 0.80729, 0.04688, 1.848240E-01,0
79,5, 0.81771, 0.04688, 1.728829E-01,0
80,5, 0.82812, 0.04688, 1.610602E-01,0
81,5, 0.83854, 0.04688, 1.493848E-01,0
82,5, 0.84896, 0.04688, 1.378829E-01,0
83,5, 0.85938, 0.04688, 1.263512E-01,0
84,5, 0.86979, 0.04688, 1.188371E-01,1
85,5, 0.88021, 0.04688, 1.111027E-01,0
86,5, 0.89062, 0.04688, 1.002518E-01,0
87,5, 0.90104, 0.04688, 9.024969E-02,0
88,5, 0.91146, 0.04688, 8.050421E-02,0
89,5, 0.92188, 0.04688, 7.088242E-02,0
90,5, 0.93229, 0.04688, 6.133669E-02,0
91,5, 0.94271, 0.04688, 5.184251E-02,0
92,5, 0.95312, 0.04688, 4.238407E-02,0
93,5, 0.96354, 0.04688, 3.294934E-02,0
94,5, 0.97396, 0.04688, 2.352871E-02,0
95,5, 0.98438, 0.04688, 1.411527E-02,0
96,5, 0.99479, 0.04688, 4.704834E-03,0
1,6, 0.00521, 0.05729, 9.933561E-01,0
2,6, 0.01562, 0.05729, 9.801220E-01,0
3,6, 0.02604, 0.05729, 9.670438E-01,0
4,6, 0.03646, 0.05729, 9.542095E-01,0
5,6, 0.04688, 0.05729, 9.416858E-01,0
6,6, 0.05729, 0.05729, 9.295175E-01,0
7,6, 0.06771, 0.05729, 9.177289E-01,0
8,6, 0.07812, 0.05729, 9.063282E-01,0
9,6, 0.08854, 0.05729, 8.953123E-01,0
10,6, 0.09896, 0.05729, 8.846716E-01,0
11,6, 0.10938, 0.05729, 8.743941E-01,0
12,6, 0.11979, 0.05729, 8.644667E-01,0
13,6, 0.13021, 0.05729, 8.548698E-01,0
14,6, 0.14062, 0.05729, 8.455532E-01,0
15,6, 0.15104, 0.05729, 8.363683E-01,0
16,6, 0.16146, 0.05729, 8.269612E-01,0
17,6, 0.17188, 0.05729, 8.221048E-01,1
18,6, 0.18229, 0.05729, 8.105206E-01,0
19,6, 0.19271, 0.05729, 8.032461E-01,0
20,6, 0.20312, 0.05729, 7.962419E-01,0
21,6, 0.21354, 0.05729, 7.890635E-01,0
22,6, 0.22396, 0.05729, 7.817283E-01,0
23,6, 0.23438, 0.05729, 7.742920E-01,0
24,6, 0.24479, 0.05729, 7.668062E-01,0
25,6, 0.25521, 0.05729, 7.593190E-01,0
26,6, 0.26562, 0.05729, 7.518824E-01,0
27,6, 0.27604, 0.05729, 7.445615E-01,0
28,6, 0.28646, 0.05729, 7.374503E-01,0
29,6, 0.29688, 0.05729, 7.306966E-01,0
30,6, 0.30729, 0.05729, 7.245405E-01,0
31,6, 0.31771, 0.05729, 7.193731E-01,0
32,6, 0.32812, 0.05729, 7.064767E-01,0
33,6, 0.33854, 0.05729, 6.997150E-01,0
34,6, 0.34896, 0.05729, 6.913971E-01,0
35,6, 0.35938, 0.05729, 6.833178E-01,0
36,6, 0.36979, 0.05729, 6.753771E-01,0
37,6, 0.38021, 0.05729, 6.673521E-01,0
38,6, 0.39062, 0.05729, 6.591100E-01,0
