i,j,x,y,T,phase
35,54, 0.35938, 0.55729, 6.732261E-01,0
36,54, 0.36979, 0.55729, 6.631945E-01,0
37,54, 0.38021, 0.55729, 6.531622E-01,0
38,54, 0.39062, 0.55729, 6.430428E-01,0
39,54, 0.40104, 0.55729, 6.327997E-01,0
40,54, 0.41146, 0.55729, 6.224070E-01,0
41,54, 0.42188, 0.55729, 6.118400E-01,0
42,54, 0.43229, 0.55729, 6.010755E-01,0
43,54, 0.44271, 0.55729, 5.900939E-01,0
44,54, 0.45312, 0.55729, 5.788819E-01,0
45,54, 0.46354, 0.55729, 5.674351E-01,0
46,54, 0.47396, 0.55729, 5.557599E-01,0
47,54, 0.48438, 0.55729, 5.438763E-01,0
48,54, 0.49479, 0.55729, 5.318187E-01,0
49,54, 0.50521, 0.55729, 5.196360E-01,0
50,54, 0.51562, 0.55729, 5.073875E-01,0
51,54, 0.52604, 0.55729, 4.951372E-01,0
52,54, 0.53646, 0.55729, 4.829442E-01,0
53,54, 0.54688, 0.55729, 4.708562E-01,0
54,54, 0.55729, 0.55729, 4.589073E-01,0
55,54, 0.56771, 0.55729, 4.471224E-01,0
56,54, 0.57812, 0.55729, 4.355183E-01,0
57,54, 0.58854, 0.55729, 4.240964E-01,0
58,54, 0.59896, 0.55729, 4.128368E-01,0
59,54, 0.60938, 0.55729, 4.017511E-01,0
60,54, 0.61979, 0.55729, 3.917156E-01,0
61,54, 0.63021, 0.55729, 3.815540E-01,0
62,54, 0.64062, 0.55729, 3.714109E-01,0
63,54, 0.65104, 0.55729, 3.595259E-01,0
64,54, 0.66146, 0.55729, 3.474638E-01,0
65,54, 0.67188, 0.55729, 3.353806E-01,0
66,54, 0.68229, 0.55729, 3.233121E-01,0
67,54, 0.69271, 0.55729, 3.112820E-01,0
68,54, 0.70312, 0.55729, 2.993078E-01,0
69,54, 0.71354, 0.55729, 2.873996E-01,0
70,54, 0.72396, 0.55729, 2.755607E-01,0
71,54, 0.73438, 0.55729, 2.637892E-01,0
72,54, 0.74479, 0.55729, 2.520799E-01,0
73,54, 0.75521, 0.55729, 2.404265E-01,0
74,54, 0.76562, 0.55729, 2.288228E-01,0
75,54, 0.77604, 0.55729, 2.172644E-01,0
76,54, 0.78646, 0.55729, 2.057499E-01,0
77,54, 0.79688, 0.55729, 1.942827E-01,0
78,54, 0.80729, 0.55729, 1.828726E-01,0
79,54, 0.81771, 0.55729, 1.715373E-01,0
80,54, 0.82812, 0.55729, 1.603016E-01,0
81,54, 0.83854, 0.55729, 1.491943E-01,0
82,54, 0.84896, 0.55729, 1.382479E-01,0
83,54, 0.85938, 0.55729, 1.275736E-01,0
84,54, 0.86979, 0.55729, 1.181552E-01,0
85,54, 0.88021, 0.55729, 1.097090E-01,0
86,54, 0.89062, 0.55729, 1.008638E-01,0
87,54, 0.90104, 0.55729, 9.160133E-02,0
88,54, 0.91146, 0.55729, 8.211252E-02,0
89,54, 0.92188, 0.55729, 7.257605E-02,0
90,54, 0.93229, 0.55729, 6.300952E-02,0
91,54, 0.94271, 0.55729, 5.340896E-02,0
92,54, 0.95312, 0.55729, 4.377241E-02,0
93,54, 0.96354, 0.55729, 3.409894E-02,0
94,54, 0.97396, 0.55729, 2.438908E-02,0
95,54, 0.98438, 0.55729, 1.464773E-02,0
96,54, 0.99479, 0.55729, 4.885070E-03,0
1,55, 0.00521, 0.56771, 9.932175E-01,0
2,55, 0.01562, 0.56771, 9.797246E-01,0
3,55, 0.02604, 0.56771, 9.664400E-01,0
4,55, 0.03646, 0.56771, 9.534726E-01,0
5,55, 0.04688, 0.56771, 9.408939E-01,0
6,55, 0.05729, 0.56771, 9.287361E-01,0
7,55, 0.06771, 0.56771, 9.169996E-01,0
8,55, 0.07812, 0.56771, 9.056605E-01,0
9,55, 0.08854, 0.56771, 8.946791E-01,0
10,55, 0.09896, 0.56771, 8.840064E-01,0
11,55, 0.10938, 0.56771, 8.735880E-01,0
12,55, 0.11979, 0.56771, 8.633632E-01,0
13,55, 0.13021, 0.56771, 8.532536E-01,0
14,55, 0.14062, 0.56771, 8.431414E-01,0
15,55, 0.15104, 0.56771, 8.328309E-01,0
16,55, 0.16146, 0.56771, 8.219538E-01,0
17,55, 0.17188, 0.56771, 8.093290E-01,0
18,55, 0.18229, 0.56771, 7.983692E-01,1
19,55, 0.19271, 0.56771, 7.973424E-01,0
20,55, 0.20312, 0.56771, 7.922561E-01,0
21,55, 0.21354, 0.56771, 7.859080E-01,0
22,55, 0.22396, 0.56771, 7.789498E-01,0
23,55, 0.23438, 0.56771, 7.716798E-01,0
24,55, 0.24479, 0.56771, 7.642726E-01,0
25,55, 0.25521, 0.56771, 7.568564E-01,0
26,55, 0.26562, 0.56771, 7.495481E-01,0
27,55, 0.27604, 0.56771, 7.424801E-01,0
28,55, 0.28646, 0.56771, 7.358407E-01,0
29,55, 0.29688, 0.56771, 7.299946E-01,0
30,55, 0.30729, 0.56771, 7.259810E-01,0
31,55, 0.31771, 0.56771, 7.270302E-01,1
32,55, 0.32812, 0.56771, 7.106187E-01,0
33,55, 0.33854, 0.56771, 7.000365E-01,0
34,55, 0.34896, 0.56771, 6.891466E-01,0
35,55, 0.35938, 0.56771, 6.786378E-01,0
36,55, 0.36979, 0.56771, 6.683983E-01,0
37,55, 0.38021, 0.56771, 6.582782E-01,0
38,55, 0.39062, 0.56771, 6.481754E-01,0
39,55, 0.40104, 0.56771, 6.380201E-01,0
40,55, 0.41146, 0.56771, 6.277579E-01,0
41,55, 0.42188, 0.56771, 6.173412E-01,0
42,55, 0.43229, 0.56771, 6.067269E-01,0
43,55, 0.44271, 0.56771, 5.958778E-01,0
44,55, 0.45312, 0.56771, 5.847635E-01,0
45,55, 0.46354, 0.56771, 5.733642E-01,0
46,55, 0.47396, 0.56771, 5.616740E-01,0
47,55, 0.48438, 0.56771, 5.497060E-01,0
48,55, 0.49479, 0.56771, 5.374964E-01,0
49,55, 0.50521, 0.56771, 5.251051E-01,0
50,55, 0.51562, 0.56771, 5.126111E-01,0
51,55, 0.52604, 0.56771, 5.001032E-01,0
52,55, 0.53646, 0.56771, 4.876620E-01,0
53,55, 0.54688, 0.56771, 4.753443E-01,0
54,55, 0.55729, 0.56771, 4.631835E-01,0
55,55, 0.56771, 0.56771, 4.512058E-01,0
56,55, 0.57812, 0.56771, 4.394377E-01,0
57,55, 0.58854, 0.56771, 4.278874E-01,0
58,55, 0.59896, 0.56771, 4.164644E-01,0
59,55, 0.60938, 0.56771, 4.044365E-01,0
60,55, 0.61979, 0.56771, 3.955145E-01,1
61,55, 0.63021, 0.56771, 3.864262E-01,0
62,55, 0.64062, 0.56771, 3.739073E-01,0
63,55, 0.65104, 0.56771, 3.616812E-01,0
64,55, 0.66146, 0.56771, 3.494132E-01,0
65,55, 0.67188, 0.56771, 3.371390E-01,0
66,55, 0.68229, 0.56771, 3.248939E-01,0
67,55, 0.69271, 0.56771, 3.126981E-01,0
68,55, 0.70312, 0.56771, 3.005623E-01,0
69,55, 0.71354, 0.56771, 2.884917E-01,0
70,55, 0.72396, 0.56771, 2.764874E-01,0
71,55, 0.73438, 0.56771, 2.645480E-01,0
72,55, 0.74479, 0.56771, 2.526708E-01,0
73,55, 0.75521, 0.56771, 2.408530E-01,0
74,55, 0.76562, 0.56771, 2.290922E-01,0
75,55, 0.77604, 0.56771, 2.173875E-01,0
76,55, 0.78646, 0.56771, 2.057407E-01,0
77,55, 0.79688, 0.56771, 1.941565E-01,0
78,55, 0.80729, 0.56771, 1.826444E-01,0
79,55, 0.81771, 0.56771, 1.712193E-01,0
80,55, 0.82812, 0.56771, 1.599021E-01,0
81,55, 0.83854, 0.56771, 1.487207E-01,0
82,55, 0.84896, 0.56771, 1.377150E-01,0
83,55, 0.85938, 0.56771, 1.269600E-01,0
84,55, 0.86979, 0.56771, 1.166493E-01,0
85,55, 0.88021, 0.56771, 1.071288E-01,0
86,55, 0.89062, 0.56771, 9.890225E-02,0
87,55, 0.90104, 0.56771, 9.033355E-02,0
88,55, 0.91146, 0.56771, 8.091476E-02,0
89,55, 0.92188, 0.56771, 7.147819E-02,0
90,55, 0.93229, 0.56771, 6.203416E-02,0
91,55, 0.94271, 0.56771, 5.256959E-02,0
92,55, 0.95312, 0.56771, 4.308219E-02,0
93,55, 0.96354, 0.56771, 3.356637E-02,0
94,55, 0.97396, 0.56771, 2.401432E-02,0
95,55, 0.98438, 0.56771, 1.442595E-02,0
96,55, 0.99479, 0.56771, 4.811705E-03,0
1,56, 0.00521, 0.57812, 9.928109E-01,0
2,56, 0.01562, 0.57812, 9.785392E-01,0
3,56, 0.02604, 0.57812, 9.645736E-01,0
4,56, 0.03646, 0.57812, 9.510630E-01,0
5,56, 0.04688, 0.57812, 9.380875E-01,0
6,56, 0.05729, 0.57812, 9.256624E-01,0
7,56, 0.06771, 0.57812, 9.137584E-01,0
8,56, 0.07812, 0.57812, 9.023191E-01,0
9,56, 0.08854, 0.57812, 8.912737E-01,0
10,56, 0.09896, 0.57812, 8.805473E-01,0
11,56, 0.10938, 0.57812, 8.700682E-01,0
12,56, 0.11979, 0.57812, 8.597674E-01,0
13,56, 0.13021, 0.57812, 8.495684E-01,0
14,56, 0.14062, 0.57812, 8.393663E-01,0
15,56, 0.15104, 0.57812, 8.289882E-01,0
16,56, 0.16146, 0.57812, 8.181027E-01,0
17,56, 0.17188, 0.57812, 8.059811E-01,0
18,56, 0.18229, 0.57812, 7.986412E-01,1
19,56, 0.19271, 0.57812, 7.964033E-01,0
20,56, 0.20312, 0.57812, 7.911045E-01,0
21,56, 0.21354, 0.57812, 7.850129E-01,0
22,56, 0.22396, 0.57812, 7.783900E-01,0
23,56, 0.23438, 0.57812, 7.714576E-01,0
24,56, 0.24479, 0.57812, 7.643822E-01,0
25,56, 0.25521, 0.57812, 7.572989E-01,0
26,56, 0.26562, 0.57812, 7.503352E-01,0
27,56, 0.27604, 0.57812, 7.436333E-01,0
28,56, 0.28646, 0.57812, 7.373792E-01,0
29,56, 0.29688, 0.57812, 7.318527E-01,0
30,56, 0.30729, 0.57812, 7.274993E-01,0
31,56, 0.31771, 0.57812, 7.261226E-01,1
32,56, 0.32812, 0.57812, 7.171403E-01,0
33,56, 0.33854, 0.57812, 7.049263E-01,0
34,56, 0.34896, 0.57812, 6.939935E-01,0
35,56, 0.35938, 0.57812, 6.835651E-01,0
36,56, 0.36979, 0.57812, 6.734063E-01,0
37,56, 0.38021, 0.57812, 6.633906E-01,0
38,56, 0.39062, 0.57812, 6.534300E-01,0
39,56, 0.40104, 0.57812, 6.434539E-01,0
40,56, 0.41146, 0.57812, 6.333994E-01,0
41,56, 0.42188, 0.57812, 6.232055E-01,0
42,56, 0.43229, 0.57812, 6.128124E-01,0
43,56, 0.44271, 0.57812, 6.021627E-01,0
44,56, 0.45312, 0.57812, 5.912036E-01,0
45,56, 0.46354, 0.57812, 5.798918E-01,0
46,56, 0.47396, 0.57812, 5.681994E-01,0
47,56, 0.48438, 0.57812, 5.561258E-01,0
48,56, 0.49479, 0.57812, 5.437066E-01,0
49,56, 0.50521, 0.57812, 5.310184E-01,0
50,56, 0.51562, 0.57812, 5.181731E-01,0
51,56, 0.52604, 0.57812, 5.053049E-01,0
52,56, 0.53646, 0.57812, 4.925342E-01,0
53,56, 0.54688, 0.57812, 4.799262E-01,0
54,56, 0.55729, 0.57812, 4.674960E-01,0
55,56, 0.56771, 0.57812, 4.552627E-01,0
56,56, 0.57812, 0.57812, 4.432810E-01,0
57,56, 0.58854, 0.57812, 4.316355E-01,0
58,56, 0.59896, 0.57812, 4.204818E-01,0
59,56, 0.60938, 0.57812, 4.096483E-01,0
60,56, 0.61979, 0.57812, 3.988847E-01,0
61,56, 0.63021, 0.57812, 3.880327E-01,0
62,56, 0.64062, 0.57812, 3.759470E-01,0
63,56, 0.65104, 0.57812, 3.636022E-01,0
64,56, 0.66146, 0.57812, 3.511753E-01,0
65,56, 0.67188, 0.57812, 3.387438E-01,0
66,56, 0.68229, 0.57812, 3.263467E-01,0
67,56, 0.69271, 0.57812, 3.140024E-01,0
68,56, 0.70312, 0.57812, 3.017185E-01,0
69,56, 0.71354, 0.57812, 2.894976E-01,0
70,56, 0.72396, 0.57812, 2.773399E-01,0
71,56, 0.73438, 0.57812, 2.652451E-01,0
72,56, 0.74479, 0.57812, 2.532125E-01,0
73,56, 0.75521, 0.57812, 2.412422E-01,0
74,56, 0.76562, 0.57812, 2.293352E-01,0
75,56, 0.77604, 0.57812, 2.174939E-01,0
76,56, 0.78646, 0.57812, 2.057224E-01,0
77,56, 0.79688, 0.57812, 1.940273E-01,0
78,56, 0.80729, 0.57812, 1.824179E-01,0
79,56, 0.81771, 0.57812, 1.709080E-01,0
80,56, 0.82812, 0.57812, 1.595164E-01,0
81,56, 0.83854, 0.57812, 1.482686E-01,0
82,56, 0.84896, 0.57812, 1.371987E-01,0
83,56, 0.85938, 0.57812, 1.263451E-01,0
84,56, 0.86979, 0.57812, 1.156905E-01,0
85,56, 0.88021, 0.57812, 1.047010E-01,0
86,56, 0.89062, 0.57812, 9.686273E-02,1
87,56, 0.90104, 0.57812, 8.920350E-02,0
88,56, 0.91146, 0.57812, 7.975957E-02,0
89,56, 0.92188, 0.57812, 7.043054E-02,0
90,56, 0.93229, 0.57812, 6.110385E-02,0
91,56, 0.94271, 0.57812, 5.176919E-02,0
92,56, 0.95312, 0.57812, 4.243309E-02,0
93,56, 0.96354, 0.57812, 3.308118E-02,0
94,56, 0.97396, 0.57812, 2.368541E-02,0
95,56, 0.98438, 0.57812, 1.423676E-02,0
96,56, 0.99479, 0.57812, 4.749939E-03,0
1,57, 0.00521, 0.58854, 9.922680E-01,0
2,57, 0.01562, 0.58854, 9.769669E-01,0
3,57, 0.02604, 0.58854, 9.621444E-01,0
4,57, 0.03646, 0.58854, 9.480115E-01,0
5,57, 0.04688, 0.58854, 9.346469E-01,0
6,57, 0.05729, 0.58854, 9.220166E-01,0
7,57, 0.06771, 0.58854, 9.100314E-01,0
8,57, 0.07812, 0.58854, 8.985812E-01,0
9,57, 0.08854, 0.58854, 8.875509E-01,0
10,57, 0.09896, 0.58854, 8.768354E-01,0
11,57, 0.10938, 0.58854, 8.663516E-01,0
12,57, 0.11979, 0.58854, 8.560398E-01,0
13,57, 0.13021, 0.58854, 8.458498E-01,0
14,57, 0.14062, 0.58854, 8.357237E-01,0
15,57, 0.15104, 0.58854, 8.255740E-01,0
16,57, 0.16146, 0.58854, 8.152495E-01,0
17,57, 0.17188, 0.58854, 8.045014E-01,0
18,57, 0.18229, 0.58854, 7.988213E-01,1
19,57, 0.19271, 0.58854, 7.961490E-01,0
20,57, 0.20312, 0.58854, 7.905831E-01,0
21,57, 0.21354, 0.58854, 7.845164E-01,0
22,57, 0.22396, 0.58854, 7.780431E-01,0
23,57, 0.23438, 0.58854, 7.713128E-01,0
24,57, 0.24479, 0.58854, 7.644610E-01,0
25,57, 0.25521, 0.58854, 7.576087E-01,0
26,57, 0.26562, 0.58854, 7.508742E-01,0
27,57, 0.27604, 0.58854, 7.443839E-01,0
28,57, 0.28646, 0.58854, 7.382827E-01,0
29,57, 0.29688, 0.58854, 7.327315E-01,0
30,57, 0.30729, 0.58854, 7.278485E-01,0
31,57, 0.31771, 0.58854, 7.256534E-01,1
32,57, 0.32812, 0.58854, 7.195003E-01,0
33,57, 0.33854, 0.58854, 7.085315E-01,0
34,57, 0.34896, 0.58854, 6.981983E-01,0
35,57, 0.35938, 0.58854, 6.881620E-01,0
36,57, 0.36979, 0.58854, 6.782970E-01,0
37,57, 0.38021, 0.58854, 6.685379E-01,0
38,57, 0.39062, 0.58854, 6.588331E-01,0
39,57, 0.40104, 0.58854, 6.491316E-01,0
40,57, 0.41146, 0.58854, 6.393762E-01,0
41,57, 0.42188, 0.58854, 6.295007E-01,0
42,57, 0.43229, 0.58854, 6.194297E-01,0
43,57, 0.44271, 0.58854, 6.090820E-01,0
44,57, 0.45312, 0.58854, 5.983742E-01,0
45,57, 0.46354, 0.58854, 5.872246E-01,0
46,57, 0.47396, 0.58854, 5.755652E-01,0
47,57, 0.48438, 0.58854, 5.633659E-01,0
48,57, 0.49479, 0.58854, 5.506559E-01,0
49,57, 0.50521, 0.58854, 5.375361E-01,0
50,57, 0.51562, 0.58854, 5.241717E-01,0
51,57, 0.52604, 0.58854, 5.107864E-01,0
52,57, 0.53646, 0.58854, 4.975854E-01,0
53,57, 0.54688, 0.58854, 4.846355E-01,0
54,57, 0.55729, 0.58854, 4.718766E-01,0
55,57, 0.56771, 0.58854, 4.592892E-01,0
56,57, 0.57812, 0.58854, 4.469815E-01,0
57,57, 0.58854, 0.58854, 4.351645E-01,0
58,57, 0.59896, 0.58854, 4.248489E-01,0
59,57, 0.60938, 0.58854, 4.142915E-01,0
60,57, 0.61979, 0.58854, 4.024873E-01,0
61,57, 0.63021, 0.58854, 3.902282E-01,0
62,57, 0.64062, 0.58854, 3.777922E-01,0
63,57, 0.65104, 0.58854, 3.652676E-01,0
64,57, 0.66146, 0.58854, 3.527082E-01,0
65,57, 0.67188, 0.58854, 3.401572E-01,0
66,57, 0.68229, 0.58854, 3.276418E-01,0
67,57, 0.69271, 0.58854, 3.151758E-01,0
68,57, 0.70312, 0.58854, 3.027650E-01,0
69,57, 0.71354, 0.58854, 2.904112E-01,0
70,57, 0.72396, 0.58854, 2.781153E-01,0
71,57, 0.73438, 0.58854, 2.658785E-01,0
72,57, 0.74479, 0.58854, 2.537029E-01,0
73,57, 0.75521, 0.58854, 2.415917E-01,0
74,57, 0.76562, 0.58854, 2.295493E-01,0
75,57, 0.77604, 0.58854, 2.175812E-01,0
76,57, 0.78646, 0.58854, 2.056943E-01,0
77,57, 0.79688, 0.58854, 1.938971E-01,0
78,57, 0.80729, 0.58854, 1.822001E-01,0
79,57, 0.81771, 0.58854, 1.706166E-01,0
80,57, 0.82812, 0.58854, 1.591642E-01,0
81,57, 0.83854, 0.58854, 1.478657E-01,0
82,57, 0.84896, 0.58854, 1.367497E-01,0
83,57, 0.85938, 0.58854, 1.258456E-01,0
84,57, 0.86979, 0.58854, 1.151621E-01,0
85,57, 0.88021, 0.58854, 1.046437E-01,0
86,57, 0.89062, 0.58854, 9.437505E-02,0
87,57, 0.90104, 0.58854, 8.647271E-02,1
88,57, 0.91146, 0.58854, 7.893927E-02,0
89,57, 0.92188, 0.58854, 6.951063E-02,0
90,57, 0.93229, 0.58854, 6.022734E-02,0
91,57, 0.94271, 0.58854, 5.099739E-02,0
92,57, 0.95312, 0.58854, 4.182287E-02,0
93,57, 0.96354, 0.58854, 3.266306E-02,0
94,57, 0.97396, 0.58854, 2.343125E-02,0
95,57, 0.98438, 0.58854, 1.410169E-02,0
96,57, 0.99479, 0.58854, 4.707122E-03,0
1,58, 0.00521, 0.59896, 9.915053E-01,0
2,58, 0.01562, 0.59896, 9.747664E-01,0
3,58, 0.02604, 0.59896, 9.588308E-01,0
4,58, 0.03646, 0.59896, 9.440083E-01,0
5,58, 0.04688, 0.59896, 9.303412E-01,0
6,58, 0.05729, 0.59896, 9.176628E-01,0
7,58, 0.06771, 0.59896, 9.057632E-01,0
8,58, 0.07812, 0.59896, 8.944465E-01,0
9,58, 0.08854, 0.59896, 8.835356E-01,0
10,58, 0.09896, 0.59896, 8.728888E-01,0
11,58, 0.10938, 0.59896, 8.624240E-01,0
12,58, 0.11979, 0.59896, 8.521159E-01,0
13,58, 0.13021, 0.59896, 8.419670E-01,0
14,58, 0.14062, 0.59896, 8.319819E-01,0
15,58, 0.15104, 0.59896, 8.221821E-01,0
16,58, 0.16146, 0.59896, 8.126225E-01,0
17,58, 0.17188, 0.59896, 8.034196E-01,0
18,58, 0.18229, 0.59896, 7.989724E-01,1
19,58, 0.19271, 0.59896, 7.960831E-01,0
20,58, 0.20312, 0.59896, 7.903709E-01,0
21,58, 0.21354, 0.59896, 7.842601E-01,0
22,58, 0.22396, 0.59896, 7.778361E-01,0
23,58, 0.23438, 0.59896, 7.712131E-01,0
24,58, 0.24479, 0.59896, 7.644968E-01,0
25,58, 0.25521, 0.59896, 7.577883E-01,0
26,58, 0.26562, 0.59896, 7.511889E-01,0
27,58, 0.27604, 0.59896, 7.448025E-01,0
28,58, 0.28646, 0.59896, 7.387358E-01,0
29,58, 0.29688, 0.59896, 7.330811E-01,0
30,58, 0.30729, 0.59896, 7.278513E-01,0
31,58, 0.31771, 0.59896, 7.253296E-01,1
32,58, 0.32812, 0.59896, 7.208144E-01,0
33,58, 0.33854, 0.59896, 7.115596E-01,0
34,58, 0.34896, 0.59896, 7.021347E-01,0
35,58, 0.35938, 0.59896, 6.926633E-01,0
36,58, 0.36979, 0.59896, 6.832136E-01,0
37,58, 0.38021, 0.59896, 6.738074E-01,0
38,58, 0.39062, 0.59896, 6.644427E-01,0
39,58, 0.40104, 0.59896, 6.551012E-01,0
40,58, 0.41146, 0.59896, 6.457435E-01,0
41,58, 0.42188, 0.59896, 6.363048E-01,0
42,58, 0.43229, 0.59896, 6.266950E-01,0
43,58, 0.44271, 0.59896, 6.168043E-01,0
44,58, 0.45312, 0.59896, 6.065056E-01,0
45,58, 0.46354, 0.59896, 5.956548E-01,0
46,58, 0.47396, 0.59896, 5.841071E-01,0
47,58, 0.48438, 0.59896, 5.717697E-01,0
48,58, 0.49479, 0.59896, 5.586488E-01,0
49,58, 0.50521, 0.59896, 5.448828E-01,0
50,58, 0.51562, 0.59896, 5.307123E-01,0
51,58, 0.52604, 0.59896, 5.165459E-01,0
52,58, 0.53646, 0.59896, 5.028006E-01,0
53,58, 0.54688, 0.59896, 4.895231E-01,0
54,58, 0.55729, 0.59896, 4.764075E-01,0
55,58, 0.56771, 0.59896, 4.633072E-01,0
56,58, 0.57812, 0.59896, 4.505131E-01,0
57,58, 0.58854, 0.59896, 4.381779E-01,0
58,58, 0.59896, 0.59896, 4.287871E-01,1
59,58, 0.60938, 0.59896, 4.186031E-01,0
60,58, 0.61979, 0.59896, 4.047344E-01,0
61,58, 0.63021, 0.59896, 3.919175E-01,0
62,58, 0.64062, 0.59896, 3.792681E-01,0
63,58, 0.65104, 0.59896, 3.666291E-01,0
64,58, 0.66146, 0.59896, 3.539880E-01,0
65,58, 0.67188, 0.59896, 3.413614E-01,0
66,58, 0.68229, 0.59896, 3.287648E-01,0
67,58, 0.69271, 0.59896, 3.162078E-01,0
68,58, 0.70312, 0.59896, 3.036947E-01,0
69,58, 0.71354, 0.59896, 2.912282E-01,0
70,58, 0.72396, 0.59896, 2.788109E-01,0
71,58, 0.73438, 0.59896, 2.664466E-01,0
72,58, 0.74479, 0.59896, 2.541407E-01,0
73,58, 0.75521, 0.59896, 2.419000E-01,0
74,58, 0.76562, 0.59896, 2.297326E-01,0
75,58, 0.77604, 0.59896, 2.176479E-01,0
76,58, 0.78646, 0.59896, 2.056557E-01,0
77,58, 0.79688, 0.59896, 1.937672E-01,0
78,58, 0.80729, 0.59896, 1.819944E-01,0
79,58, 0.81771, 0.59896, 1.703514E-01,0
80,58, 0.82812, 0.59896, 1.588549E-01,0
81,58, 0.83854, 0.59896, 1.475253E-01,0
82,58, 0.84896, 0.59896, 1.363859E-01,0
83,58, 0.85938, 0.59896, 1.254583E-01,0
84,58, 0.86979, 0.59896, 1.147478E-01,0
85,58, 0.88021, 0.59896, 1.042201E-01,0
86,58, 0.89062, 0.59896, 9.381795E-02,0
87,58, 0.90104, 0.59896, 8.381985E-02,0
88,58, 0.91146, 0.59896, 7.650685E-02,1
89,58, 0.92188, 0.59896, 6.888275E-02,0
90,58, 0.93229, 0.59896, 5.942352E-02,0
91,58, 0.94271, 0.59896, 5.022372E-02,0
92,58, 0.95312, 0.59896, 4.123518E-02,0
93,58, 0.96354, 0.59896, 3.235949E-02,0
94,58, 0.97396, 0.59896, 2.332111E-02,0
95,58, 0.98438, 0.59896, 1.406684E-02,0
96,58, 0.99479, 0.59896, 4.697165E-03,0
1,59, 0.00521, 0.60938, 9.903794E-01,0
2,59, 0.01562, 0.60938, 9.714745E-01,0
3,59, 0.02604, 0.60938, 9.540396E-01,0
4,59, 0.03646, 0.60938, 9.385317E-01,0
5,59, 0.04688, 0.60938, 9.248547E-01,0
6,59, 0.05729, 0.60938, 9.124831E-01,0
7,59, 0.06771, 0.60938, 9.009761E-01,0
8,59, 0.07812, 0.60938, 8.900181E-01,0
9,59, 0.08854, 0.60938, 8.793519E-01,0
10,59, 0.09896, 0.60938, 8.687907E-01,0
11,59, 0.10938, 0.60938, 8.582835E-01,0
12,59, 0.11979, 0.60938, 8.479007E-01,0
13,59, 0.13021, 0.60938, 8.377404E-01,0
14,59, 0.14062, 0.60938, 8.278403E-01,0
15,59, 0.15104, 0.60938, 8.182976E-01,0
16,59, 0.16146, 0.60938, 8.093992E-01,0
17,59, 0.17188, 0.60938, 8.019607E-01,0
18,59, 0.18229, 0.60938, 7.992503E-01,1
19,59, 0.19271, 0.60938, 7.961735E-01,0
20,59, 0.20312, 0.60938, 7.902740E-01,0
21,59, 0.21354, 0.60938, 7.841009E-01,0
22,59, 0.22396, 0.60938, 7.776894E-01,0
23,59, 0.23438, 0.60938, 7.711200E-01,0
24,59, 0.24479, 0.60938, 7.644774E-01,0
25,59, 0.25521, 0.60938, 7.578475E-01,0
26,59, 0.26562, 0.60938, 7.513170E-01,0
27,59, 0.27604, 0.60938, 7.449728E-01,0
28,59, 0.28646, 0.60938, 7.388963E-01,0
29,59, 0.29688, 0.60938, 7.331454E-01,0
30,59, 0.30729, 0.60938, 7.276988E-01,0
31,59, 0.31771, 0.60938, 7.250073E-01,1
32,59, 0.32812, 0.60938, 7.224388E-01,0
33,59, 0.33854, 0.60938, 7.148849E-01,0
34,59, 0.34896, 0.60938, 7.062840E-01,0
35,59, 0.35938, 0.60938, 6.973500E-01,0
36,59, 0.36979, 0.60938, 6.883362E-01,0
37,59, 0.38021, 0.60938, 6.793181E-01,0
38,59, 0.39062, 0.60938, 6.703359E-01,0
39,59, 0.40104, 0.60938, 6.614176E-01,0
40,59, 0.41146, 0.60938, 6.525557E-01,0
41,59, 0.42188, 0.60938, 6.436971E-01,0
42,59, 0.43229, 0.60938, 6.347377E-01,0
43,59, 0.44271, 0.60938, 6.255338E-01,0
44,59, 0.45312, 0.60938, 6.159022E-01,0
45,59, 0.46354, 0.60938, 6.055982E-01,0
46,59, 0.47396, 0.60938, 5.943274E-01,0
47,59, 0.48438, 0.60938, 5.818640E-01,0
48,59, 0.49479, 0.60938, 5.681485E-01,0
49,59, 0.50521, 0.60938, 5.533910E-01,0
50,59, 0.51562, 0.60938, 5.378867E-01,0
51,59, 0.52604, 0.60938, 5.224291E-01,0
52,59, 0.53646, 0.60938, 5.080373E-01,0
53,59, 0.54688, 0.60938, 4.946819E-01,0
54,59, 0.55729, 0.60938, 4.813303E-01,0
55,59, 0.56771, 0.60938, 4.673670E-01,0
56,59, 0.57812, 0.60938, 4.542184E-01,0
57,59, 0.58854, 0.60938, 4.431197E-01,1
58,59, 0.59896, 0.60938, 4.322278E-01,0
59,59, 0.60938, 0.60938, 4.189995E-01,0
60,59, 0.61979, 0.60938, 4.059160E-01,0
61,59, 0.63021, 0.60938, 3.930933E-01,0
62,59, 0.64062, 0.60938, 3.803765E-01,0
63,59, 0.65104, 0.60938, 3.676906E-01,0
64,59, 0.66146, 0.60938, 3.550159E-01,0
65,59, 0.67188, 0.60938, 3.423544E-01,0
66,59, 0.68229, 0.60938, 3.297121E-01,0
67,59, 0.69271, 0.60938, 3.170941E-01,0
68,59, 0.70312, 0.60938, 3.045042E-01,0
69,59, 0.71354, 0.60938, 2.919461E-01,0
70,59, 0.72396, 0.60938, 2.794250E-01,0
71,59, 0.73438, 0.60938, 2.669481E-01,0
72,59, 0.74479, 0.60938, 2.545247E-01,0
